parameter,Estimate,Est.Error,Q2.5,Q97.5
"r_tna_trimmed[veniella.conradi,pocn_temp_scaled]",0.022028168047997624,1.4201707170621236,-2.902056439991574,2.9020569047813236
"r_tna_trimmed[caestocorbula.crassiplica,pocn_temp_scaled]",0.02731337339987964,1.4518135391024682,-2.8434568322523166,3.2035853190861214
"r_tna_trimmed[anatimya.anteradiata,pocn_temp_scaled]",-0.00876454398853575,1.3978662291884303,-2.890924030880183,2.8288318074240033
"r_tna_trimmed[liopistha.protexta,pocn_temp_scaled]",-0.004728148200143921,1.382714019535367,-2.798613068206908,2.9136625686147264
"r_tna_trimmed[brevicardium.fragile,pocn_temp_scaled]",-0.014791262423929221,1.4400669623786277,-3.0916263340750545,2.9737274944283927
"r_tna_trimmed[crenella.serica,pocn_temp_scaled]",0.01017007957076628,1.3778240673480415,-2.7680722740940547,3.0392850735025823
"r_tna_trimmed[exogyra.costata,pocn_temp_scaled]",0.0021832270453014065,1.460797994778652,-3.0632727149307026,2.941867709766678
"r_tna_trimmed[pholadomya.occidentalis,pocn_temp_scaled]",-0.013565477558373775,1.4471923604990558,-3.010420184583754,2.7910986265312623
"r_tna_trimmed[pinna.laqueata,pocn_temp_scaled]",0.018990410082499107,1.4390010517618925,-2.9677587834359946,2.9434859224270715
"r_tna_trimmed[lima.pelagica,pocn_temp_scaled]",0.04209262269768383,1.5156224076890645,-2.748067883169506,3.1739135571548966
"r_tna_trimmed[pinna.cretacea,pocn_temp_scaled]",0.0020611124159713476,1.4600107134153315,-2.7800468224825297,2.9184109107295972
"r_tna_trimmed[entolium.membranaceum,pocn_temp_scaled]",-0.04918937771249153,1.4218085264876874,-3.1249852891957968,2.7825482991535853
"r_tna_trimmed[camptonectes.virgatus,pocn_temp_scaled]",0.019775488857262564,1.3768230883124668,-2.7692795420339382,2.796509634058212
"r_tna_trimmed[dhondtichlamys.pulchellus,pocn_temp_scaled]",0.007604784992095543,1.468475407828504,-2.9744343906657806,2.8953518214796987
"r_tna_trimmed[merklinia.variabilis,pocn_temp_scaled]",-0.03626963602355904,1.3830884919614637,-2.95403868329963,2.7372425719867506
"r_tna_trimmed[neithea.sexcostata,pocn_temp_scaled]",-0.011714820615913208,1.467589350486331,-3.1230854484063197,2.9262168737889214
"r_tna_trimmed[spondylus.fimbriatus,pocn_temp_scaled]",-0.0030781198691306848,1.4337727625445384,-3.0015086482390507,2.9942384772091852
"r_tna_trimmed[newaagia.obliquus,pocn_temp_scaled]",0.017594780872900197,1.5016558177663475,-2.927758275701998,3.043067245630681
"r_tna_trimmed[atreta.nilssoni,pocn_temp_scaled]",-0.022930182521856992,1.4730950999382257,-2.782662009947528,2.8341237311789125
"r_tna_trimmed[plagiostoma.hoperi,pocn_temp_scaled]",-0.010893295058232316,1.3885682355452136,-2.8976808479405674,2.8790994787644064
"r_tna_trimmed[limatula.decussata,pocn_temp_scaled]",-0.005692984164852968,1.4175408294829792,-2.7976073907759496,3.004154503162547
"r_tna_trimmed[pycnodonte.vesicularis,pocn_temp_scaled]",-0.006029193141144177,1.4588908298440897,-2.8449489949701694,3.075974152098575
"r_tna_trimmed[agerostrea.ungulatus,pocn_temp_scaled]",-0.014493591472615402,1.498926565846525,-2.9541982489778085,2.9995963406312045
"r_tna_trimmed[portlandia.arctica,pocn_temp_scaled]",-0.0013854949954904597,1.4109280290101742,-2.9907073293214115,2.9786487920531575
"r_tna_trimmed[barbatia.geinitzi,pocn_temp_scaled]",-0.017765772742758045,1.4784232541137359,-3.0316427688042626,2.998024139558522
"r_tna_trimmed[inoceramus.balticus,pocn_temp_scaled]",-0.08344622118554124,1.4494366010671624,-3.232507507640676,2.6077798744677274
"r_tna_trimmed[endocostea.regularis,pocn_temp_scaled]",0.01711857758285739,1.4716059239702592,-2.7910612647087194,3.016748802595571
"r_tna_trimmed[neithea.striatocostata,pocn_temp_scaled]",0.008440079943623714,1.467054547421528,-2.882532503941705,2.9971269104120335
"r_tna_trimmed[propeamussium.inversum,pocn_temp_scaled]",0.004667960549172753,1.4515020689829892,-3.0457641915024514,3.0291197808316532
"r_tna_trimmed[syncyclonema.haeggi,pocn_temp_scaled]",-0.03166712156724389,1.4600348299830042,-3.032049650804978,2.850773846322791
"r_tna_trimmed[syncyclonema.nilsoni,pocn_temp_scaled]",-0.03165187257211056,1.4392189210091695,-3.0328361402574795,2.7793782392171766
"r_tna_trimmed[syncyclonema.semiplicata,pocn_temp_scaled]",0.0027305241022264376,1.43030167058246,-2.901397541262749,2.988268913043975
"r_tna_trimmed[hyotissa.semiplana,pocn_temp_scaled]",-0.026559338107174865,1.4261333343713218,-3.1457467857211565,2.9331794599945717
"r_tna_trimmed[buchia.crassicollis,pocn_temp_scaled]",-0.04425673066794684,1.397561999344708,-2.8800507117118053,2.6414445290665296
"r_tna_trimmed[pseudoptera.coerulescens,pocn_temp_scaled]",-4.50177565562138e-5,1.4967424847484692,-2.9267103474681915,2.9224777635714623
"r_tna_trimmed[gryphaeostrea.lateralis,pocn_temp_scaled]",-0.024524874008102136,1.497242313311642,-3.091536923326469,2.7855171863264556
"r_tna_trimmed[acutostrea.incurva,pocn_temp_scaled]",-0.01583527601536785,1.392624253811434,-2.8231998650531094,2.8229761914249143
"r_tna_trimmed[curvostrea.tevesthensis,pocn_temp_scaled]",0.01752608303508924,1.4097726997181717,-2.8735849840391827,2.9554167972865555
"r_tna_trimmed[agerostrea.falcata,pocn_temp_scaled]",-0.006864991859909591,1.4431931731122742,-2.885726925021714,2.9310074573556286
"r_tna_trimmed[modiolus.aequalis,pocn_temp_scaled]",0.014083559372568256,1.4779054827690898,-2.9938450038491378,2.8852354596452616
"r_tna_trimmed[neithea.quinquecostata,pocn_temp_scaled]",-0.002470417160862564,1.4082511411510208,-2.914947646399735,2.8595561705754005
"r_tna_trimmed[amphidonte.pliciferum,pocn_temp_scaled]",0.021632425666913264,1.4176556108152514,-3.0658664610664443,3.010659662347419
"r_tna_trimmed[biradiolites.lameracensis,pocn_temp_scaled]",-0.022944332627785287,1.3410736745486227,-2.894766669197314,2.6510009140907695
"r_tna_trimmed[radiolites.spongicola,pocn_temp_scaled]",0.0092086335585215,1.348672146601591,-2.9252046838030514,2.808230836176467
"r_tna_trimmed[trigonarca.angolensis,pocn_temp_scaled]",0.005776485791137603,1.394803902794334,-2.8914400978307304,2.981292123693043
"r_tna_trimmed[pseudocucullaea.lens,pocn_temp_scaled]",-0.022301096076277612,1.4362158196313466,-2.8221111678634685,2.882037799219034
"r_tna_trimmed[plicatula.ibo,pocn_temp_scaled]",-0.00598955138993731,1.4603215669083465,-2.9869055455367226,2.9147002910152375
"r_tna_trimmed[cataceramus.bantu,pocn_temp_scaled]",0.015631275658987483,1.4256519741623392,-2.757886962116656,2.9393220870049217
"r_tna_trimmed[veniella.undata,pocn_temp_scaled]",0.009511719324040983,1.4181090632466316,-2.93111997796891,2.99085484550819
"r_tna_trimmed[anofia.aro,pocn_temp_scaled]",-0.01623909084167084,1.4709900393203261,-2.9896027358350974,2.7650310999879917
"r_tna_trimmed[cardium.subperobliquum,pocn_temp_scaled]",-0.006419009238870864,1.4773316014063005,-2.7796701483897315,2.9780320893136616
"r_tna_trimmed[nuculopsis.elongata,pocn_temp_scaled]",-0.014283421347519526,1.4122407652487254,-2.869604764085221,2.889553096053186
"r_tna_trimmed[curvostrea.rouvillei,pocn_temp_scaled]",-0.025287277332833775,1.455530398387357,-2.9682750971471923,2.9433112676553552
"r_tna_trimmed[crassatella.arcacea,pocn_temp_scaled]",-0.04184377538114465,1.4636685378207481,-3.0041979628263022,2.9837746636908746
"r_tna_trimmed[panopea.regularis,pocn_temp_scaled]",0.007067237730844025,1.404937313758388,-2.8146572506439793,2.8689572273868693
"r_tna_trimmed[pleuromya.elongata,pocn_temp_scaled]",-0.004946834913410321,1.4735330929780601,-2.968757092387436,2.863761788085551
"r_tna_trimmed[calva.varians,pocn_temp_scaled]",-0.010667991840257877,1.4666014350984666,-2.9758479450986366,2.843008707518528
"r_tna_trimmed[panzacorbula.pozo,pocn_temp_scaled]",-5.293300217327858e-4,1.4178108372522766,-2.724702499680313,2.8842771280732937
"r_tna_trimmed[glycymeris.apletos,pocn_temp_scaled]",-0.023921599235884588,1.4794727245195223,-3.0582380152422513,2.7956559587264933
"r_tna_trimmed[popenoella.hemphilli,pocn_temp_scaled]",0.006641054555897767,1.443165716987363,-2.9426234694606777,2.971476918015782
"r_tna_trimmed[trinacria.cor,pocn_temp_scaled]",-1.8996059598093827e-4,1.4627477320308053,-2.9803601887135085,2.993931372914051
"r_tna_trimmed[inoceramus.fibrosus,pocn_temp_scaled]",0.01070629641940888,1.4229090543483753,-2.8020396037445643,2.9095340995399517
"r_tna_trimmed[nucula.cancellata,pocn_temp_scaled]",9.216270066696068e-4,1.4869363132875208,-2.902771997142508,2.8632534358359303
"r_tna_trimmed[nucula.planimarginata,pocn_temp_scaled]",-0.01065282141203635,1.4532757069371762,-2.9045575555353373,2.943281642311561
"r_tna_trimmed[pteria.nebrascana,pocn_temp_scaled]",0.02208416309823975,1.423488876240767,-2.8143609197754933,3.01321648651038
"r_tna_trimmed[exogyra.overwegi,pocn_temp_scaled]",-0.017629019233869888,1.4155860925551491,-2.9697855872963204,2.8181382154692636
"r_tna_trimmed[panopea.clausa,pocn_temp_scaled]",-0.014971459381819374,1.3894358892977519,-2.7750522707713627,2.7698673107651723
"r_tna_trimmed[nucula.suboblonga,pocn_temp_scaled]",-0.046376568822113766,1.3787429501475208,-2.9220530469945354,2.71812728939976
"r_tna_trimmed[seymourtula.antarctica,pocn_temp_scaled]",-0.02097939683853755,1.398163571158034,-2.9236584939336745,2.7192849846770057
"r_tna_trimmed[conchocele.townsendi,pocn_temp_scaled]",-0.06446801787719353,1.3488295930659742,-2.986118445369517,2.6338265487890076
"r_tna_trimmed[cubitostrea.tecticosta,pocn_temp_scaled]",-0.003634741310873681,1.3715712937178817,-2.7834677724548738,2.9671744690072632
"r_tna_trimmed[lima.reticulata,pocn_temp_scaled]",0.021911465873682142,1.4043202808121233,-2.9037706605216806,2.994501653248758
"r_tna_trimmed[pterotrigonia.thoracica,pocn_temp_scaled]",-0.02460903092338932,1.4536190388692471,-3.0056906977464295,2.954941193577429
"r_tna_trimmed[trachycardium.eufaulensis,pocn_temp_scaled]",0.017754402150785473,1.49657893445667,-2.793407737680041,2.8348250273746394
"r_tna_trimmed[anomia.argentaria,pocn_temp_scaled]",0.007072577820266993,1.436204187392225,-2.8973401255336526,3.010467380622072
"r_tna_trimmed[bathytormus.pteropsis,pocn_temp_scaled]",-0.014220935048727358,1.5036695433572687,-3.14182387622004,2.864633120082195
"r_tna_trimmed[caestocorbula.crassaplica,pocn_temp_scaled]",0.012116310563060458,1.4280615927341431,-2.954781966388836,2.873480344658399
"r_tna_trimmed[corbula.monmouthensis,pocn_temp_scaled]",0.0038630370547845442,1.4451271653756375,-3.043080761274893,2.8987624983842055
"r_tna_trimmed[liothyris.carolinensis,pocn_temp_scaled]",0.03199900264085259,1.5535214192209663,-2.8304514014510036,3.074211854974656
"r_tna_trimmed[nemodon.grandis,pocn_temp_scaled]",-0.007895404781431192,1.463063690843904,-2.8131539747747207,2.951512803486647
"r_tna_trimmed[praeleda.compar,pocn_temp_scaled]",-0.0015929333198963828,1.4719190337279835,-3.0774510665054007,3.003065848972365
"r_tna_trimmed[nymphalucina.linearia,pocn_temp_scaled]",0.022663645446867865,1.4870346772399656,-2.900056206570541,3.160499918061408
"r_tna_trimmed[pterotrigonia.eufaulensis,pocn_temp_scaled]",0.004924903177918214,1.5056233702294612,-2.7340375215866746,3.0857449623857605
"r_tna_trimmed[cucullaea.littlei,pocn_temp_scaled]",0.013699595980018362,1.4172568639635577,-2.796364424080076,2.8548970958588082
"r_tna_trimmed[lopha.mesenterica,pocn_temp_scaled]",-0.0195605167290894,1.4506981155026386,-3.072587834079718,2.841906363171332
"r_tna_trimmed[ostrea.plumosa,pocn_temp_scaled]",0.0019731170117699595,1.4169752579363661,-3.032751860391616,3.025932771520216
"r_tna_trimmed[cuna.texana,pocn_temp_scaled]",-0.01486708621507135,1.5438793036509253,-3.0374187613776695,2.9378451792453055
"r_tna_trimmed[etea.carolinensis,pocn_temp_scaled]",0.005557971285150257,1.4611432418852468,-2.862150425828302,3.078952877907571
"r_tna_trimmed[plicatula.tetrica,pocn_temp_scaled]",0.029401424053587775,1.488441496004994,-2.9241906034837397,3.178111148247323
"r_tna_trimmed[gervilliopsis.ensiformis,pocn_temp_scaled]",-0.025020035999041873,1.4258726554999162,-2.9306222001235778,2.788165170890089
"r_tna_trimmed[nucula.cunifrons,pocn_temp_scaled]",-0.013113059964632747,1.383161569440333,-2.8919814530547794,2.8443930412577867
"r_tna_trimmed[chlamys.cretosus,pocn_temp_scaled]",-0.0033967561926528983,1.445233823984921,-2.91791848987753,3.013915261269844
"r_tna_trimmed[lima.sellardsi,pocn_temp_scaled]",0.020223564627751187,1.5044978363276078,-2.9718915766724967,3.121971984687078
"r_tna_trimmed[cuspidaria.grandis,pocn_temp_scaled]",0.017405032286841315,1.3655353301736652,-2.8441809736304293,2.881338421438386
"r_tna_trimmed[idonearca.powersi,pocn_temp_scaled]",-0.0014593579093636238,1.4374146704280575,-2.8645472541251378,2.969481151682036
"r_tna_trimmed[lima.geronimoensis,pocn_temp_scaled]",0.005541607571603377,1.4268430477756993,-2.862703143674989,2.9143026160788326
"r_tna_trimmed[solyma.elliptica,pocn_temp_scaled]",0.015315602335221156,1.407449613104704,-2.809958936490997,3.067136599648978
"r_tna_trimmed[lucina.parvilineata,pocn_temp_scaled]",0.019580970432477588,1.4384284834389427,-2.8569861825503677,2.925654553610946
"r_tna_trimmed[syncyclonema.kingi,pocn_temp_scaled]",-0.012779761986637002,1.4350164355437256,-2.884686668998483,2.8465061019938074
"r_tna_trimmed[nuculana.rostratruncata,pocn_temp_scaled]",0.017737929473192693,1.4013229745300178,-2.8393063629153072,2.971700195619607
"r_tna_trimmed[sourimis.georgiana,pocn_temp_scaled]",3.137749717618123e-4,1.4257221453897553,-2.7769244856695625,2.9232970020680056
"r_tna_trimmed[lima.kimbroensis,pocn_temp_scaled]",0.005506126600662754,1.4168538234162737,-2.9500648383137733,2.964547272504109
"r_tna_trimmed[cuspidaria.grovensis,pocn_temp_scaled]",0.020301275439421035,1.4602092212904396,-2.9057380508768875,3.047865825379037
"r_tna_trimmed[ostrea.congesta,pocn_temp_scaled]",0.004897446067933737,1.4572056880060327,-2.893927713512151,3.0922567202730114
"r_tna_trimmed[cuneolus.tippana,pocn_temp_scaled]",0.011577538174838788,1.542217078584238,-2.9031294920965935,3.25907198058919
"r_tna_trimmed[agerostrea.mesenterica,pocn_temp_scaled]",0.029441368919523463,1.4849239440306583,-2.995556366079081,3.178368720728156
"r_tna_trimmed[astarte.similis,pocn_temp_scaled]",0.024861024372868565,1.4793400251749524,-2.885343691325926,3.1555503150041
"r_tna_trimmed[corbula.paracrassa,pocn_temp_scaled]",0.023285072805227534,1.4137669926762377,-2.92266000476385,3.0633107849340977
"r_tna_trimmed[plicatula.ferryi,pocn_temp_scaled]",-9.769583764574878e-4,1.46758656200092,-2.971700502035162,2.9906681255440084
"r_tna_trimmed[barbatia.carolinensis,pocn_temp_scaled]",-0.011635317597665607,1.411979597782985,-3.085011624942991,3.0076930023383817
"r_tna_trimmed[crassatella.hodgei,pocn_temp_scaled]",-0.013776785450100294,1.451222873727109,-3.113545872646223,2.9127916136348007
"r_tna_trimmed[nucula.stantoni,pocn_temp_scaled]",0.019584416492742885,1.466828413671502,-2.924987458357997,3.0852901850909773
"r_tna_trimmed[mytiloides.striatoconcentricus,pocn_temp_scaled]",-0.028991904505702586,1.4470825543638224,-3.0908730327656735,2.8914122984110233
"r_tna_trimmed[amphidonte.pyrenaicum,pocn_temp_scaled]",0.022055480879906518,1.480059621401106,-2.897729592906704,3.0140553175813363
"r_tna_trimmed[nucula.ovata,pocn_temp_scaled]",0.056326753244653874,1.5308931654778464,-2.7359185175365814,3.005928214655111
"r_tna_trimmed[inoperna.flagellifera,pocn_temp_scaled]",0.0022152412462357165,1.4605345375995975,-3.0243625518155466,3.0286681603154983
"r_tna_trimmed[gervillia.solenoidea,pocn_temp_scaled]",-0.012983822447971801,1.4178312814404488,-2.9452018161145554,2.8548070639134746
"r_tna_trimmed[syncyclonema.gamsensis,pocn_temp_scaled]",-0.005417334019462162,1.4230932507593594,-2.9443839273631958,2.920096705955412
"r_tna_trimmed[lyropecten.acuteplicatus,pocn_temp_scaled]",-0.021081594535263364,1.427042207112124,-2.8733522341340914,2.8471982263521856
"r_tna_trimmed[lyropecten.campaniensis,pocn_temp_scaled]",0.015499497616359425,1.408290496200454,-2.8930839437744753,3.0183290969501484
"r_tna_trimmed[mimachlamys.cretosa,pocn_temp_scaled]",0.014629510408280462,1.4101663250615135,-2.9051236450164994,2.932688110645812
"r_tna_trimmed[limatula.ovata,pocn_temp_scaled]",0.012437878640196581,1.4239706607142104,-2.939088485044895,3.0662604603025367
"r_tna_trimmed[gryphaeostrea.canaliculata,pocn_temp_scaled]",3.4185120279484743e-4,1.4405687983892697,-3.0259310164391606,2.8724548964231778
"r_tna_trimmed[lucina.subnumismalis,pocn_temp_scaled]",0.0031574136512422368,1.4504202300004503,-3.00689597071147,2.8578669068324443
"r_tna_trimmed[granocardium.productum,pocn_temp_scaled]",0.02563131729070176,1.473990739326355,-2.876940267868176,3.004889729216091
"r_tna_trimmed[pholadomya.esmarki,pocn_temp_scaled]",0.005727017188752061,1.4921251770609711,-2.9009950626300363,2.8574940179064074
"r_tna_trimmed[pholadomya.decussata,pocn_temp_scaled]",0.006450767180379696,1.477711182964193,-2.8786944216819856,3.0690803784803364
"r_tna_trimmed[septifer.lineatus,pocn_temp_scaled]",-0.010617625981512741,1.4023822362008065,-2.947485912904814,2.7907555146557863
"r_tna_trimmed[mimachlamys.denticulata,pocn_temp_scaled]",0.0017282748899507454,1.5042049061850251,-3.095343768559385,3.150789234149873
"r_tna_trimmed[hippurites.cornucopiae,pocn_temp_scaled]",0.004320295666603879,1.4096026496942882,-2.8778745579239247,2.878637225824784
"r_tna_trimmed[ostrea.diluviana,pocn_temp_scaled]",0.01674110877231802,1.3987019733809558,-2.8565555566729937,2.8382298274744455
"r_tna_trimmed[anomia.pseudoradiata,pocn_temp_scaled]",-0.002142363722370426,1.427707198830568,-2.8461976757553287,2.8896523687090965
"r_tna_trimmed[ostrea.merceyi,pocn_temp_scaled]",-0.008072914075228409,1.3899658815053337,-2.734584659667518,2.8746366844068265
"r_tna_trimmed[malayomaorica.malayomaorica,pocn_temp_scaled]",-0.013377382000073459,1.4782145002276696,-2.971632422687753,2.8635020038873815
"r_tna_trimmed[caribbea.muellerriedi,pocn_temp_scaled]",0.02663131410345583,1.447230716591891,-2.82236636352066,3.136563769642283
"r_tna_trimmed[liostrea.lehmanni,pocn_temp_scaled]",0.02325934605750749,1.4043720927641923,-2.7343776855066686,2.9580816813338733
"r_tna_trimmed[plicatounio.naktongensis,pocn_temp_scaled]",-0.018538814521677594,1.504806286937032,-3.062256312060411,2.9715330211308393
"r_tna_trimmed[neithea.regularis,pocn_temp_scaled]",0.05457174752055832,1.4233094155236345,-2.8332534757466585,3.0643350727822396
"r_tna_trimmed[crassatella.rothii,pocn_temp_scaled]",0.03229775889728494,1.5229542693997737,-2.8188411932677853,3.1369609141496695
"r_tna_trimmed[modiolus.carolinensis,pocn_temp_scaled]",0.004866944415239087,1.3876841266308793,-2.8605634336600656,2.8955084211202937
"r_tna_trimmed[ostrea.sechura,pocn_temp_scaled]",0.0046000715047405,1.3986819488949354,-2.8880528952384856,2.8998855709593476
"r_tna_trimmed[perucardia.brueggeni,pocn_temp_scaled]",0.008503278744033197,1.3965788304259892,-2.929697296554034,2.9309438092637907
"r_tna_trimmed[ambigostrea.villei,pocn_temp_scaled]",0.018990085137668224,1.4095973325640259,-2.9060992381617816,2.938204851010034
"r_tna_trimmed[australoneilo.gracilis,pocn_temp_scaled]",0.005763802824042057,1.372485282227751,-2.9167026287167084,2.856434798407589
"r_tna_trimmed[lahillia.larseni,pocn_temp_scaled]",-0.05721864410338034,1.388502353620236,-3.000258359286263,2.646172694544914
"r_tna_trimmed[radiolites.macroplicatus,pocn_temp_scaled]",-0.026696750952312293,1.3811178825391601,-2.9151565001873383,2.7264167358460036
"r_tna_trimmed[chiapasella.radiolitiformis,pocn_temp_scaled]",0.00325800289128171,1.4202177304522374,-2.8607931287748145,3.0821052755678178
"r_tna_trimmed[antillocaprina.trilobata,pocn_temp_scaled]",-0.015676471026203422,1.4488921941037898,-2.9685140632272526,2.8861734899578297
"r_tna_trimmed[hippuritella.lapeirousei,pocn_temp_scaled]",-0.02109424499014224,1.5002847960618708,-3.117078384019405,2.912415534705996
"r_tna_trimmed[trochoceramus.tricostatus,pocn_temp_scaled]",-0.015212160656270454,1.4694965302546918,-3.020025515893597,2.909147103911814
"r_tna_trimmed[pacitrigonia.patagonica,pocn_temp_scaled]",0.0035046826032585935,1.4378247939419329,-2.837132788666542,2.8876216550007276
"r_tna_trimmed[bournonia.excavata,pocn_temp_scaled]",-0.012741502924286023,1.4572495186585872,-3.0069495185889306,2.9236828634395993
"r_tna_trimmed[joufia.reticulata,pocn_temp_scaled]",0.03639461093373581,1.4507807565930342,-2.8101155474738073,3.017411593776777
"r_tna_trimmed[hippurites.colliciatus,pocn_temp_scaled]",-0.0074506255227771755,1.4410183910315082,-3.018811610862871,3.071295271784964
"r_tna_trimmed[mitrocaprina.bulgarica,pocn_temp_scaled]",-0.004201458385203942,1.4235757735583114,-2.790917407264344,2.9676376345648343
"r_tna_trimmed[radiolitella.maestrichtiana,pocn_temp_scaled]",0.02199228431254568,1.3989592915717457,-2.8236804116021164,2.9936750373847634
"r_tna_trimmed[pironaea.slavonica,pocn_temp_scaled]",0.02581856659311839,1.4587460449493956,-2.810183007236171,3.062533464782108
"r_tna_trimmed[medeella.zignana,pocn_temp_scaled]",-0.01178817070175129,1.456881681945751,-3.014616685034183,2.922530365152667
"r_tna_trimmed[ceratostreon.flabellatum,pocn_temp_scaled]",-0.01420578046052958,1.384897145434311,-2.951186890800351,2.7411183421231686
"r_tna_trimmed[bournonia.bournoni,pocn_temp_scaled]",-0.06003258316678319,1.4140222412024162,-3.1019863600555753,2.584188114590753
"r_tna_trimmed[mitrocaprina.tschoppi,pocn_temp_scaled]",-0.039786281122148735,1.3966726870165003,-2.943584542997638,2.719257899130708
"r_tna_trimmed[parastroma.guitarti,pocn_temp_scaled]",-0.06318434805783689,1.3847176646379156,-3.051667122671671,2.6387523605446117
"r_tna_trimmed[grammatodon.sulcatinus,pocn_temp_scaled]",-0.002302949610372936,1.4665035684727368,-3.1398382389055444,2.9310456377277028
"r_tna_trimmed[pinna.freneixae,pocn_temp_scaled]",0.021716652549553222,1.425987947409411,-2.721797646788231,2.866466089699542
"r_tna_trimmed[praeradiolites.hoeninghausi,pocn_temp_scaled]",-0.03023052534810432,1.4790296833339638,-2.9719237775282843,2.9293236813429844
"r_tna_trimmed[katzeria.hercegovinaensis,pocn_temp_scaled]",-0.04464088907470978,1.4780093446557319,-3.0431563550214764,2.86043648274794
"r_tna_trimmed[biradiolites.ara,pocn_temp_scaled]",-0.02384965789395321,1.4695696842280135,-2.9981352528724456,2.900925414509966
"r_tna_trimmed[favus.antei,pocn_temp_scaled]",-0.024490513925656446,1.3470476308603165,-2.8654169118841732,2.7488426627291505
"r_tna_trimmed[lima.canalifera,pocn_temp_scaled]",-0.045882466121720346,1.416077798585092,-2.9562803319799724,2.7786433134480424
"r_tna_trimmed[lima.woodsi,pocn_temp_scaled]",-0.008650453848314255,1.450931828900391,-2.9833087351665766,2.804884736183212
"r_tna_trimmed[oistotrigonia.waiparensis,pocn_temp_scaled]",0.010305039416897506,1.392090848125894,-2.854162188221573,2.7915501863246965
"r_tna_trimmed[yoldia.cupressensis,pocn_temp_scaled]",-0.03318193682893022,1.4579104300167964,-2.9476481815408695,2.9670497940519844
"r_tna_trimmed[yoldia.mcconnelli,pocn_temp_scaled]",-9.338633035345144e-5,1.399305745772314,-2.892231786654586,2.8242205746234044
"r_tna_trimmed[panope.mclearni,pocn_temp_scaled]",-0.005126917221790802,1.4045256692267303,-2.967974805238136,2.8925438488896753
"r_tna_trimmed[protocardia.subquadrata,pocn_temp_scaled]",-0.011578252692844375,1.4630071341267679,-3.0970522647392897,2.897568906831072
"r_tna_trimmed[pholadomya.cupressensis,pocn_temp_scaled]",-0.022552638062366518,1.4250377798426899,-2.9334381575912856,2.886297905327395
"r_tna_trimmed[corbula.sprouli,pocn_temp_scaled]",0.01852851075849599,1.4423347110367124,-2.906583153820411,3.0652092954503876
"r_tna_trimmed[tellina.cupressensis,pocn_temp_scaled]",0.02037009424536838,1.456270718714286,-2.772284026593675,3.0183661738607994
"r_tna_trimmed[tancredia.americana,pocn_temp_scaled]",-0.0012031074738591593,1.4242621802294597,-2.9819975922775375,2.877578968590116
"r_tna_trimmed[cardium.spillmani,pocn_temp_scaled]",-0.009446920678526599,1.4141147862758257,-2.975021444874885,2.88605243646947
"r_tna_trimmed[oistotrigonia.pygoscelium,pocn_temp_scaled]",-0.032433454984302584,1.39004712329602,-3.039451429274477,2.774158387425168
"r_tna_trimmed[tenea.inflata,pocn_temp_scaled]",0.0032950436693323475,1.5025110520290752,-2.8767916736999,2.9030149501302387
"r_tna_trimmed[glycymerita.veatchii,pocn_temp_scaled]",0.010063596270713014,1.4418748152525187,-2.9498043207373614,2.892542095536483
"r_tna_trimmed[macrocallista.cordata,pocn_temp_scaled]",0.01660837768768453,1.447013464869765,-2.9390427721236465,3.08502149988588
"r_tna_trimmed[inoceramus.stanislausensis,pocn_temp_scaled]",0.020862793811098016,1.4919719115886974,-2.9044656681767362,2.982891369076311
"r_tna_trimmed[acila.demessa,pocn_temp_scaled]",0.038271543353889666,1.462544960773032,-2.931568758750895,3.1251462084147867
"r_tna_trimmed[calva.peninsularis,pocn_temp_scaled]",-0.006220637630502531,1.4727523363332697,-3.0338470784315783,2.973263430210483
"r_tna_trimmed[opis.triangulata,pocn_temp_scaled]",-0.022222826508005805,1.441058251074332,-3.0226715717915758,2.7867191237973725
"r_tna_trimmed[cymbophora.triangulata,pocn_temp_scaled]",0.019605550084885723,1.415364943846171,-2.965347782682677,3.1367734783068193
"r_tna_trimmed[glycymerita.banosensis,pocn_temp_scaled]",-0.022909006302793355,1.424717660282545,-2.9512917055141545,2.7550940772463024
"r_tna_trimmed[calva.nitida,pocn_temp_scaled]",-0.002080572771553731,1.4213284882647634,-3.028927665506063,2.944109384275485
"r_tna_trimmed[meekia.sella,pocn_temp_scaled]",0.019361944209342452,1.429897840674688,-2.8319701846263405,2.9721777678367265
"r_tna_trimmed[mytilus.quadratus,pocn_temp_scaled]",-0.043222785351759406,1.4711324829883514,-3.0030247120765865,2.8244935026734805
"r_tna_trimmed[adelodonax.altus,pocn_temp_scaled]",-0.01908634928879629,1.475307552951109,-2.9944140428796704,2.895999704718988
"r_tna_trimmed[legumen.ooides,pocn_temp_scaled]",0.033382484195340484,1.4056071020663032,-2.894096429659864,3.008315606692022
"r_tna_trimmed[parallelodon.brewerianus,pocn_temp_scaled]",0.04277948683349812,1.3914061726440254,-2.7870598740834907,3.052745164570396
"r_tna_trimmed[praeradiolites.ciryi,pocn_temp_scaled]",-0.0014690223641542653,1.4807403136266644,-3.028174102053018,2.955527758134761
"r_tna_trimmed[biradiolites.mooretownensis,pocn_temp_scaled]",0.00922656776539482,1.4176746074864455,-2.8005812883217436,2.8927153449747904
"r_tna_trimmed[dictyoptychus.morgani,pocn_temp_scaled]",-0.002080905633263094,1.4033938959092722,-2.94921556111786,2.9191055556924836
